HCPCS Code,Short Descriptor,SI,APC ,Relative Weight,Payment Rate ,National Unadjusted Copayment ,Minimum Unadjusted Copayment ,Column1,Column2,Column3
G8658,Rafscrs llfai no scor + surv,M,,,,,,,,
G8659,Rafscrs lbi scor >= 0,M,,,,,,,,
G8660,Rafscrs lbi scor < 0,M,,,,,,,,
G8661,Rafscrs lbi no scor,M,,,,,,,,
G8662,RAFS CRS lbi no scor no surv,M,,,,,,,,
G8663,Rafscrs si scor >= 0,M,,,,,,,,
G8664,Rafscrs si scor < 0 ,M,,,,,,,,
G8666,RAFS CRS SI no scor no surv,M,,,,,,,,
G8667,Rafscrs ewh scor >= 0,M,,,,,,,,
G8668,Rafscrs ewh scor < 0,M,,,,,,,,
G8670,RAFS CRS EWH no scor no surv,M,,,,,,,,
G8671,Rafscrs goi scor >= 0,M,,,,,,,,
G8672,Rafscrs goi scor < 0,M,,,,,,,,
G8674,"RAFSCRS neck, no msr/no foto",M,,,,,,,,
G8694,Lvef <40%,M,,,,,,,,
G8708,Antibiotic not pres,M,,,,,,,,
G8709,Pt presc doc med rsn id uri,M,,,,,,,,
G8710,Pt pres antibiotic,M,,,,,,,,
G8711,Pres antibiotic,M,,,,,,,,
G8712,Not pres antibiotic,M,,,,,,,,
G8721,"Pt, pn, hist grade doc",M,,,,,,,,
G8722,"Med reas pt, pn, not doc",M,,,,,,,,
G8723,Spec sit not prim tumor,M,,,,,,,,
G8724,"Pt, pn, hist grade not doc",M,,,,,,,,
G8730,Pain doc pos and plan,M,,,,,,,,
G8731,Pain neg no plan,M,,,,,,,,
G8732,No doc of pain,M,,,,,,,,
G8733,Doc pos elder mal scrn plan,M,,,,,,,,
G8734,Doc neg elder mal no plan,M,,,,,,,,
G8735,Eld mal scrn pos no plan,M,,,,,,,,
G8749,No signs melanoma,M,,,,,,,,
G8752,Sys bp less 140,M,,,,,,,,
G8753,Sys bp > or = 140,M,,,,,,,,
G8754,Dias bp less 90,M,,,,,,,,
G8755,Dias bp > or = 90,M,,,,,,,,
G8756,No bp measure doc,M,,,,,,,,
G8783,Bp scrn perf rec interval,M,,,,,,,,
G8785,Bp scrn no perf at interval,M,,,,,,,,
G8797,Specimen site not esophagus,M,,,,,,,,
G8798,Specimen site not prostate,M,,,,,,,,
G8806,Perf ultrsnd to lct preg doc,M,,,,,,,,
G8807,No ta tv ultrasnd ,M,,,,,,,,
G8808,"Ultrasound not perf, rng",M,,,,,,,,
G8809,Rh-immunoglobulin order,M,,,,,,,,
G8810,Doc reas no rh-immuno,M,,,,,,,,
G8811,No rh-immunoglobulin order,M,,,,,,,,
G8815,Doc reas no statin therapy,M,,,,,,,,
G8816,Statin med pres at disch,M,,,,,,,,
G8817,Doc reas no statin med disch,M,,,,,,,,
G8818,Pt disch to home by day#7,M,,,,,,,,
G8825,Pt not disch to home day#7,M,,,,,,,,
G8826,Pt disch home day #2 evar,M,,,,,,,,
G8833,Pt not disch home day#2 evar,M,,,,,,,,
G8834,Pt disch home day #2 cea,M,,,,,,,,
G8838,Not disch home by day #2,M,,,,,,,,
G8839,Sleep apnea assess,M,,,,,,,,
G8840,Doc reas no sleep apnea,M,,,,,,,,
G8841,No sleep apnea assess,M,,,,,,,,
G8842,Ahi or rdi initial dx,M,,,,,,,,
G8843,Doc reas no ahi or rdi,M,,,,,,,,
G8844,No ahi or rdi initial dx,M,,,,,,,,
G8845,Pos airway press prescribed,M,,,,,,,,
G8846,Mod or severe osa,M,,,,,,,,
G8849,Doc reas no pos air press,M,,,,,,,,
G8850,No pap prescribed,M,,,,,,,,
G8851,Adhere pos air press therapy,M,,,,,,,,
G8852,Pos air press prescribe,M,,,,,,,,
G8854,Reas no adhere pos air pres,M,,,,,,,,
G8855,Pos air press adhere no perf,M,,,,,,,,
G8856,Ref for oto eval,M,,,,,,,,
G8857,No elig ref for oto eval,M,,,,,,,,
G8858,Not ref for oto eval,M,,,,,,,,
G8863,No assess bone loss,M,,,,,,,,
G8864,Pneumococcal vaccine admin,M,,,,,,,,
G8865,Doc med reas no pneumococcal,M,,,,,,,,
G8866,Doc pt reas no pneumococcal,M,,,,,,,,
G8867,No pneumococcal admin,M,,,,,,,,
G8869,Doc immune hep b antitnf,M,,,,,,,,
G8872,Intraop image confirm excise,M,,,,,,,,
G8873,Specimen not intraop image,M,,,,,,,,
G8874,Tissue not image intraop,M,,,,,,,,
G8875,Breast cancer dx min invsive,M,,,,,,,,
G8876,Doc reas no min inv dx,M,,,,,,,,
G8877,No brst cncr dx min invasive,M,,,,,,,,
G8878,Sent lymph node biopsy,M,,,,,,,,
G8880,Sen lym p node biop not perf,M,,,,,,,,
G8881,Brst cncr stage > t1n0m0,M,,,,,,,,
G8882,No sent lymph node biopsy,M,,,,,,,,
G8883,"Rev, comm, track, doc biopsy",M,,,,,,,,
G8884,Doc reas biopsy not review,M,,,,,,,,
G8885,"No rev, comm, track biopsy",M,,,,,,,,
G8907,Pt doc no events on discharg,M,,,,,,,,
G8908,Pt doc w burn prior to d/c,M,,,,,,,,
G8909,Pt doc no burn prior to d/c,M,,,,,,,,
G8910,Pt doc to have fall in asc,M,,,,,,,,
G8911,Pt doc no fall in asc,M,,,,,,,,
G8912,Pt doc with wrong event,M,,,,,,,,
G8913,Pt doc no wrong event,M,,,,,,,,
G8914,Pt trans to hosp post d/c,M,,,,,,,,
G8915,Pt not trans to hosp at d/c,M,,,,,,,,
G8916,Pt w iv ab given on time,M,,,,,,,,
G8917,Pt w iv ab not given on time,M,,,,,,,,
G8918,Pt w/o preop order iv ab pro,M,,,,,,,,
G8923,Lvef < 40% or lvsd,M,,,,,,,,
G8924,"Spir fev1/fvc<70%,fev<60%",M,,,,,,,,
G8925,Spir fev1/fvc>=60% & no copd,M,,,,,,,,
G8926,Spiro no perf or doc,M,,,,,,,,
G8934,Lvef <40% or dep lv sys fcn,M,,,,,,,,
G8935,Rx ace or arb therapy,M,,,,,,,,
G8936,Pt not eligible ace/arb,M,,,,,,,,
G8937,No rx ace/arb therapy,M,,,,,,,,
G8938,Bmi doc onl fup nt doc,M,,,,,,,,
G8939,"Pain as doc positive, no f/u",M,,,,,,,,
G8941,Eld maltreatment doc as pos,M,,,,,,,,
G8942,Doc fcn/care plan w/30 days,M,,,,,,,,
G8944,Ajcc mel cnr stg 0 - iic,M,,,,,,,,
G8946,Mibm but no dx of breast ca,M,,,,,,,,
G8950,"Pre-htn or htn doc, f/u indc",M,,,,,,,,
G8952,"Pre-htn/htn, no f/u, not gvn",M,,,,,,,,
G8955,Most recent assess vol mgmt,M,,,,,,,,
G8956,Pt rcv hedia outpt dyls fac,M,,,,,,,,
G8958,Assess vol mgmt not doc,M,,,,,,,,
G8959,Clin tx mdd comm to tx clin,M,,,,,,,,
G8960,Clin tx mdd not comm,M,,,,,,,,
G8961,Csit lowrisk surg pts preop,M,,,,,,,,
G8962,Csit on pt any reas 30 days,M,,,,,,,,
G8963,Csi per asx pt w/pci 2 yrs,M,,,,,,,,
G8964,Csi any other than pci 2 yr,M,,,,,,,,
G8965,Csit perf on low chd rsk,M,,,,,,,,
G8966,Csit perf sx or high chd rsk,M,,,,,,,,
G8967,Warf or other fda drug presc,M,,,,,,,,
G8968,Doc med not presb,M,,,,,,,,
G8969,Doc pt rsn no presc warf/fda,M,,,,,,,,
G8970,No rsk fac or 1 mod risk te,M,,,,,,,,
G8973,Mst rcnt hbb < 10g/dl,M,,,,,,,,
G8974,Hgb not doc rns not gvn,M,,,,,,,,
G8975,"Hgb <10g/dl, med rsn",M,,,,,,,,
G8976,Hgb >= 10 g/dl,M,,,,,,,,
G9001,"Mccd, initial rate",B,,,,,,,,
G9002,"Mccd,maintenance rate",B,,,,,,,,
G9003,"Mccd, risk adj hi, initial",B,,,,,,,,
G9004,"Mccd, risk adj lo, initial",B,,,,,,,,
G9005,"Mccd, risk adj, maintenance",B,,,,,,,,
G9006,"Mccd, home monitoring",B,,,,,,,,
G9007,"Mccd, sch team conf",B,,,,,,,,
G9008,"Mccd,phys coor-care ovrsght",B,,,,,,,,
G9009,"Mccd, risk adj, level 3",B,,,,,,,,
G9010,"Mccd, risk adj, level 4",B,,,,,,,,
G9011,"Mccd, risk adj, level 5",B,,,,,,,,
G9012,Other specified case mgmt,B,,,,,,,,
G9013,Esrd demo bundle level i,E1,,,,,,,,
G9014,Esrd demo bundle-level ii,E1,,,,,,,,
G9016,Demo-smoking cessation coun,E1,,,,,,,,
G9050,Oncology work-up evaluation,E1,,,,,,,,
G9051,Oncology tx decision-mgmt,E1,,,,,,,,
G9052,Onc surveillance for disease,E1,,,,,,,,
G9053,Onc expectant management pt,E1,,,,,,,,
G9054,Onc supervision palliative,E1,,,,,,,,
G9055,Onc visit unspecified nos,E1,,,,,,,,
G9056,Onc prac mgmt adheres guide,E1,,,,,,,,
G9057,Onc pract mgmt differs trial,E1,,,,,,,,
G9058,Onc prac mgmt disagree w/gui,E1,,,,,,,,
G9059,Onc prac mgmt pt opt alterna,E1,,,,,,,,
G9060,Onc prac mgmt dif pt comorb,E1,,,,,,,,
G9061,Onc prac cond noadd by guide,E1,,,,,,,,
G9062,Onc prac guide differs nos,E1,,,,,,,,
G9063,Onc dx nsclc stgi no progres,M,,,,,,,,
G9064,Onc dx nsclc stg2 no progres,M,,,,,,,,
G9065,Onc dx nsclc stg3a no progre,M,,,,,,,,
G9066,Onc dx nsclc stg3b-4 metasta,M,,,,,,,,
G9067,Onc dx nsclc dx unknown nos,M,,,,,,,,
G9068,Onc dx sclc/nsclc limited,M,,,,,,,,
G9069,Onc dx sclc/nsclc ext at dx,M,,,,,,,,
G9070,Onc dx sclc/nsclc ext unknwn,M,,,,,,,,
G9071,"Onc dx brst stg1-2b hr,nopro",M,,,,,,,,
G9072,Onc dx brst stg1-2 noprogres,M,,,,,,,,
G9073,"Onc dx brst stg3-hr, no pro",M,,,,,,,,
G9074,Onc dx brst stg3-noprogress,M,,,,,,,,
G9075,Onc dx brst metastic/ recur,M,,,,,,,,
G9077,Onc dx prostate t1no progres,M,,,,,,,,
G9078,Onc dx prostate t2no progres,M,,,,,,,,
G9079,Onc dx prostate t3b-t4noprog,M,,,,,,,,
G9080,Onc dx prostate w/rise psa,M,,,,,,,,
G9083,Onc dx prostate unknwn nos,M,,,,,,,,
G9084,"Onc dx colon t1-3,n1-2,no pr",M,,,,,,,,
G9085,"Onc dx colon t4, n0 w/o prog",M,,,,,,,,
G9086,Onc dx colon t1-4 no dx prog,M,,,,,,,,
G9087,Onc dx colon metas evid dx,M,,,,,,,,
G9088,Onc dx colon metas noevid dx,M,,,,,,,,
G9089,Onc dx colon extent unknown,M,,,,,,,,
G9090,Onc dx rectal t1-2 no progr,M,,,,,,,,
G9091,Onc dx rectal t3 n0 no prog,M,,,,,,,,
G9092,"Onc dx rectal t1-3,n1-2noprg",M,,,,,,,,
G9093,"Onc dx rectal t4,n,m0 no prg",M,,,,,,,,
G9094,Onc dx rectal m1 w/mets prog,M,,,,,,,,
G9095,Onc dx rectal extent unknwn,M,,,,,,,,
G9096,Onc dx esophag t1-t3 noprog,M,,,,,,,,
G9097,Onc dx esophageal t4 no prog,M,,,,,,,,
G9098,Onc dx esophageal mets recur,M,,,,,,,,
G9099,Onc dx esophageal unknown,M,,,,,,,,
G9100,Onc dx gastric no recurrence,M,,,,,,,,
G9101,Onc dx gastric p r1-r2noprog,M,,,,,,,,
G9102,Onc dx gastric unresectable,M,,,,,,,,
G9103,Onc dx gastric recurrent,M,,,,,,,,
G9104,Onc dx gastric unknown nos,M,,,,,,,,
G9105,Onc dx pancreatc p r0 res no,M,,,,,,,,
G9106,Onc dx pancreatc p r1/r2 no,M,,,,,,,,
G9107,Onc dx pancreatic unresectab,M,,,,,,,,
G9108,Onc dx pancreatic unknwn nos,M,,,,,,,,
G9109,Onc dx head/neck t1-t2no prg,M,,,,,,,,
G9110,Onc dx head/neck t3-4 noprog,M,,,,,,,,
G9111,Onc dx head/neck m1 mets rec,M,,,,,,,,
G9112,Onc dx head/neck ext unknown,M,,,,,,,,
G9113,Onc dx ovarian stg1a-b no pr,M,,,,,,,,
G9114,Onc dx ovarian stg1a-b or 2,M,,,,,,,,
G9115,Onc dx ovarian stg3/4 noprog,M,,,,,,,,
G9116,Onc dx ovarian recurrence,M,,,,,,,,
G9117,Onc dx ovarian unknown nos,M,,,,,,,,
G9123,Onc dx cml chronic phase,M,,,,,,,,
G9124,Onc dx cml acceler phase,M,,,,,,,,
G9125,Onc dx cml blast phase,M,,,,,,,,
G9126,Onc dx cml remission,M,,,,,,,,
G9128,Onc dx multi myeloma stage i,M,,,,,,,,
G9129,Onc dx mult myeloma stg2 hig,M,,,,,,,,
G9130,Onc dx multi myeloma unknown,M,,,,,,,,
G9131,Onc dx brst unknown nos,M,,,,,,,,
G9132,Onc dx prostate mets no cast,M,,,,,,,,
G9133,Onc dx prostate clinical met,M,,,,,,,,
G9134,Onc nhlstg 1-2 no relap no,M,,,,,,,,
G9135,Onc dx nhl stg 3-4 not relap,M,,,,,,,,
G9136,Onc dx nhl trans to lg bcell,M,,,,,,,,
G9137,Onc dx nhl relapse/refractor,M,,,,,,,,
G9138,Onc dx nhl stg unknown,M,,,,,,,,
G9139,Onc dx cml dx status unknown,M,,,,,,,,
G9140,Frontier extended stay demo,A,,,,,,,,
G9143,Warfarin respon genetic test,N,,,,,,,,
G9147,Outpt iv insulin tx any mea,E1,,,,,,,,
G9148,Medical home level 1,M,,,,,,,,
G9149,Medical home level ii,M,,,,,,,,
G9150,Medical home level iii,M,,,,,,,,
G9151,Mapcp demo state,M,,,,,,,,
G9152,Mapcp demo community,M,,,,,,,,
G9153,Mapcp demo physician,M,,,,,,,,
G9156,Evaluation for wheelchair,M,,,,,,,,
G9157,Transesoph doppl cardiac mon,B,,,,,,,,
G9187,Bpci home visit,E1,,,,,,,,
G9188,Beta not given no reason,M,,,,,,,,
G9189,Beta pres or already taking,M,,,,,,,,
G9190,Medical reason for no beta,M,,,,,,,,
G9191,Pt reason for no beta,M,,,,,,,,
G9192,System reason for no beta,M,,,,,,,,
G9196,Med reason for no ceph,M,,,,,,,,
G9197,Order for ceph,M,,,,,,,,
G9198,No order for ceph no reason,M,,,,,,,,
G9212,Doc of dsm-iv init eval,M,,,,,,,,
G9213,No doc of dsm-iv,M,,,,,,,,
G9223,Pjp proph ordered cd4 low,M,,,,,,,,
G9225,Norsn no foot exam,M,,,,,,,,
G9226,3 comp foot exam completed,M,,,,,,,,
G9227,"Foa doc, care plan not doc",M,,,,,,,,
G9228,Gc chl syp documented,M,,,,,,,,
G9229,Ptrsn no gc chl syp test,M,,,,,,,,
G9230,Norsn for gc chl syp test,M,,,,,,,,
G9231,Doc esrd dia trans preg,M,,,,,,,,
G9232,Ptrsn no comm comorbid,M,,,,,,,,
G9239,Doc rsn hemod & cath acc,M,,,,,,,,
G9240,Doc pt w cath maint dia,M,,,,,,,,
G9241,Doc pt w out cath maint dia,M,,,,,,,,
G9242,Doc viral load >=200,M,,,,,,,,
G9243,Doc viral load <200,M,,,,,,,,
G9246,No med visit in 24mo,M,,,,,,,,
G9247,1 med visit in 24mo,M,,,,,,,,
G9250,Doc of pain comfort 48hr,M,,,,,,,,
G9251,Doc no pain comfort 48hr,M,,,,,,,,
G9254,Doc pt dischg >2d,M,,,,,,,,
G9255,Doc pt dischg <=2d,M,,,,,,,,
G9256,Doc of pat death after cas,M,,,,,,,,
G9257,Doc of pat stroke after cas,M,,,,,,,,
G9258,Doc of pat stroke after cea,M,,,,,,,,
G9259,Survive/no stroke post cas,M,,,,,,,,
G9260,Doc of pat death after cea,M,,,,,,,,
G9261,Survive/no stroke post cea,M,,,,,,,,
G9262,Doc of death post-aaa repair,M,,,,,,,,
G9263,Doc of disch post-aaa repair,M,,,,,,,,
G9264,Doc rsn hemod w/cath >=90d,M,,,,,,,,
G9265,Doc cath >90d for maint dia,M,,,,,,,,
G9266,Norsn pt cath >=90d,M,,,,,,,,
G9267,Doc comp or mort w in 30d,M,,,,,,,,
G9268,Doc comp or mort w in 90d,M,,,,,,,,
G9269,Doc no comp or mort w in 30d,M,,,,,,,,
G9270,Doc no comp or mort w in 90d,M,,,,,,,,
G9273,Sys<140 and dia<90,M,,,,,,,,
G9274,Bp out of nrml limits,M,,,,,,,,
G9275,Doc of non tobacco user,M,,,,,,,,
G9276,Doc of tobacco user,M,,,,,,,,
G9277,Doc daily aspirin or contra,M,,,,,,,,
G9278,Doc no daily aspirin,M,,,,,,,,
G9279,Pne scrn done doc vac done,M,,,,,,,,
G9280,Pne not given norsn,M,,,,,,,,
G9281,Pne scrn done doc not ind,M,,,,,,,,
G9282,Doc medrsn no histo type,M,,,,,,,,
G9283,Hist type doc on report,M,,,,,,,,
G9284,No hist type doc on report,M,,,,,,,,
G9285,Site not small cell lung ca,M,,,,,,,,
G9286,Antibio rx w in 10d of sympt,M,,,,,,,,
G9287,No antibio w in 10d of sympt,M,,,,,,,,
G9288,Doc medrsn no hist type rpt,M,,,,,,,,
G9289,Doc type nsm lung ca,M,,,,,,,,
G9290,No doc type nsm lung ca,M,,,,,,,,
G9291,Not nsm lung ca,M,,,,,,,,
G9292,Medrsn no pt category,M,,,,,,,,
G9293,No pt category on report,M,,,,,,,,
G9294,Pt cat and thck on report,M,,,,,,,,
G9295,Non cutaneous loc,M,,,,,,,,
G9296,Doc share dec prior proc,M,,,,,,,,
G9297,No doc share dec prior proc,M,,,,,,,,
G9298,Eval risk vte card 30d prior,M,,,,,,,,
G9299,No eval riskk vte card prior,M,,,,,,,,
G9300,Doc medrsn no compl antibio,M,,,,,,,,
G9301,Doc compl inf antibio,M,,,,,,,,
G9302,Norsn incomp inf antibio,M,,,,,,,,
G9303,Norsn no pros info op rpt,M,,,,,,,,
G9304,Pros info op rpt,M,,,,,,,,
G9305,No interv req for leak,M,,,,,,,,
G9306,Interv req for leak,M,,,,,,,,
G9307,No ret for surg w in 30d,M,,,,,,,,
G9308,Unpl ret or w/compl w/in 30d,M,,,,,,,,
G9309,No unplnd hosp readm in 30d,M,,,,,,,,
G9310,Unplnd hosp readm in 30d,M,,,,,,,,
G9311,No surg site infection,M,,,,,,,,
G9312,Surgical site infection,M,,,,,,,,
G9313,Amoxic not presc as 1st line,M,,,,,,,,
G9314,Norsn not first line amox,M,,,,,,,,
G9315,Doc first line amox,M,,,,,,,,
G9316,Doc comm risk calc,M,,,,,,,,
G9317,No doc comm risk calc,M,,,,,,,,
G9318,Image std nomenclature,M,,,,,,,,
G9319,Image not std nomenclature,M,,,,,,,,
G9321,Doc count of ct in 12mo,M,,,,,,,,
G9322,No doc count of ct in 12mo,M,,,,,,,,
G9326,"Ct done no rad ds index, nrg",M,,,,,,,,
G9327,Ct done rad ds index,M,,,,,,,,
G9329,Norsn no dicom format doc,M,,,,,,,,
G9340,Dicom format doc on rpt,M,,,,,,,,
G9341,Srch for ct w in 12 mos,M,,,,,,,,
G9342,No srch for ct in 12mo norsn,M,,,,,,,,
G9344,Sysrsn no dicom srch,M,,,,,,,,
G9345,Follow up pulm nod,M,,,,,,,,
G9347,No follow up pulm nod norsn,M,,,,,,,,
G9348,Doc rsn for ord ct scan,M,,,,,,,,
G9349,Ct within 28 days,M,,,,,,,,
G9350,No doc sinus ct 28d or dx,M,,,,,,,,
G9351,Doc >1 sinus ct w 90d dx,M,,,,,,,,
G9352,Not >1 sinus ct w 90d dx,M,,,,,,,,
G9353,Medrsn >1 sinus ct w 90d dx,M,,,,,,,,
G9354,1 or no ct sinus w/in 90d dx,M,,,,,,,,
G9355,No early ind/delivery,M,,,,,,,,
G9356,Early ind/delivery,M,,,,,,,,
G9357,Pp eval/edu perf,M,,,,,,,,
G9358,Pp eval/edu not perf,M,,,,,,,,
G9359,Neg Mgd Pos TB NotAct,M,,,,,,,,
G9360,No doc of neg or man pos tb,M,,,,,,,,
G9361,Doc rsn elect c-sec/induct,M,,,,,,,,
G9364,Sinus caus bac inx,M,,,,,,,,
G9365,1high risk med ord,M,,,,,,,,
G9366,1high risk no ord,M,,,,,,,,
G9367,>= 2 same hi-rsk med ord,M,,,,,,,,
G9368,>= 2 same hi-rsk med not ord,M,,,,,,,,
G9380,Off assis eol iss,M,,,,,,,,
G9382,No off assis eol,M,,,,,,,,
G9383,Recd scrn hcv infec,M,,,,,,,,
G9384,Doc med rsn no hcv scrn,M,,,,,,,,
G9385,Doc pt reas not rec hcv srn,M,,,,,,,,
G9386,Scrn hcv infec not recd,M,,,,,,,,
G9389,Unpln rup post cap,M,,,,,,,,
G9390,No unpln rup post cap,M,,,,,,,,
G9393,Ini phq9 >9 remiss <5,M,,,,,,,,
G9394,"Dx bipol, death, nhres, hosp",M,,,,,,,,
G9395,Ini phq9 >9 no remiss >=5,M,,,,,,,,
G9396,Ini phq9 >9 not assess,M,,,,,,,,
G9399,Doc disc tx choices,M,,,,,,,,
G9400,Doc reas no disc tx opt,M,,,,,,,,
G9401,No disc tx choices,M,,,,,,,,
G9402,Recd f/u w/in 30d disch,M,,,,,,,,
G9403,Doc reas no 30 day f/u,M,,,,,,,,
G9404,No 30 day f/u,M,,,,,,,,
G9405,Recd f/u w/in 7d dc,M,,,,,,,,
G9406,Doc reas no 7d f/u,M,,,,,,,,
G9407,No 7d f/u,M,,,,,,,,
G9408,Card tamp w/in 30d,M,,,,,,,,
G9409,No card tamp e/in 30d,M,,,,,,,,
G9410,Admit w/in 180d req remov,M,,,,,,,,
G9411,No admit w/in 180d req remov,M,,,,,,,,
G9412,Admit w/in 180d req surg rev,M,,,,,,,,
G9413,No admit req surg rev,M,,,,,,,,
G9414,1dose menig vac btwn 11 & 13,M,,,,,,,,
G9415,No 1dose meni vac btwn 11&13,M,,,,,,,,
G9416,Pt 1 tdap betw 10-13 yrs,M,,,,,,,,
G9417,Pt not 1 tdap betw 10-13 yrs,M,,,,,,,,
G9418,Lungcx bx rpt docs class,M,,,,,,,,
G9419,Med reas not incl histo type,M,,,,,,,,
G9420,Spec site no lung,M,,,,,,,,
G9421,Lung cx bx rpt no doc class,M,,,,,,,,
G9422,Rpt doc class histo type,M,,,,,,,,
G9423,Med reas rpt no histo type,M,,,,,,,,
G9424,Site no lung or lung cx,M,,,,,,,,
G9425,Spec rpt no doc class histo,M,,,,,,,,
G9426,Impr med time edarr pain med,M,,,,,,,,
G9427,No impro med time pain med,M,,,,,,,,
G9428,Patho rpt incl pt ctg,M,,,,,,,,
G9429,Doc med rsn no pt cat,M,,,,,,,,
G9430,Spec site no cutaneous,M,,,,,,,,
G9431,Patho rpt no pt ctg,M,,,,,,,,
G9432,Asth controlled,M,,,,,,,,
G9434,Asth not controlled,M,,,,,,,,
G9448,Born 1945-1965,M,,,,,,,,
G9449,Hx bld transf b/f 1992,M,,,,,,,,
G9450,Hx injec drug use,M,,,,,,,,
G9451,1x scrn hcv infect,M,,,,,,,,
G9452,Doc med reas no scrn hcv,M,,,,,,,,
G9453,Pt reas no hcv infect,M,,,,,,,,
G9454,No scr hcv inf 12 mth rp,M,,,,,,,,
G9455,"Abd imag w/us, ct or mri",M,,,,,,,,
G9456,Doc med pt reas no hcc scrn,M,,,,,,,,
G9457,Pt no abd img no doc rsn ,M,,,,,,,,
G9458,Tob user recd cess interv,M,,,,,,,,
G9459,Tob non-user,M,,,,,,,,
G9460,No tob assess or cess inter,M,,,,,,,,
G9468,No recd cortico>=10mg/d >60d,M,,,,,,,,
G9469,Rec cortico>90d or 1rx 900mg,M,,,,,,,,
G9470,No rec cortico>60d 1rx 600mg,M,,,,,,,,
G9471,W/in 2yr dxa not order,M,,,,,,,,
G9473,Chap services at hospice,B,,,,,,,,
G9474,Diet counsel at hospice,B,,,,,,,,
G9475,Other counselor at hospice,B,,,,,,,,
G9476,Volun service at hospice,B,,,,,,,,
G9477,Care coord at hospice,B,,,,,,,,
G9478,Othe therapist at hospice,B,,,,,,,,
G9479,Pharmacist at hospice,B,,,,,,,,
G9480,Admission to mccm,B,,,,,,,,
G9481,Remote e/m new pt 10mins,B,,,,,,,,
G9482,Remote e/m new pt 20mins,B,,,,,,,,
G9483,Remote e/m new pt 30mins,B,,,,,,,,
G9484,Remote e/m new pt 45mins,B,,,,,,,,
G9485,Remote e/m new pt 60mins,B,,,,,,,,
G9486,Remote e/m est. pt 10mins,B,,,,,,,,
G9487,Remote e/m est. pt 15mins,B,,,,,,,,
G9488,Remote e/m est. pt 25mins,B,,,,,,,,
G9489,Remote e/m est. pt 40mins,B,,,,,,,,
G9490,Cmmi mod home visit,B,,,,,,,,
G9497,Rec inst no smoke day surg,M,,,,,,,,
G9498,Abx reg prescribed,M,,,,,,,,
G9500,Rad expos ind/exp tm doc,M,,,,,,,,
G9501,Rad expos ind/exp tm no doc,M,,,,,,,,
G9502,Med reas no perf foot exam,M,,,,,,,,
G9503,Pt tk tams hcl,M,,,,,,,,
G9504,Doc rsn hep b stat not asses,M,,,,,,,,
G9505,Abx pres w/in 10 dys of symp,M,,,,,,,,
G9506,Bio imm resp mod presc,M,,,,,,,,
G9507,Doc reas on statin or contra,M,,,,,,,,
G9508,Doc pt not on statin,M,,,,,,,,
G9509,Adit mdd dys rem 12 mnths,M,,,,,,,,
G9510,Remis 12m not PHQ-9 score <5,M,,,,,,,,
G9511,Idx evt dte phq>9 doc 12 mo,M,,,,,,,,
G9512,Indiv pdc > 0.8,M,,,,,,,,
G9513,Indiv pdc not > 0.8,M,,,,,,,,
G9514,Req ret or w/in 90d of surg,M,,,,,,,,
G9515,"No reas, no ret or w/in 90d",M,,,,,,,,
G9516,Impr vis acuit w/in 90d,M,,,,,,,,
G9517,No impr vis acuit w/in 90d,M,,,,,,,,
G9518,Doc active inj drug use,M,,,,,,,,
G9519,Final ref +/- 1.0 w/in 90d,M,,,,,,,,
G9520,Refract not +/- 1.0 w/in 90d,M,,,,,,,,
G9521,Er and ip hosp <2 in 12 mos,M,,,,,,,,
G9522,Er/ip hosp =/>2 in 12 mos,M,,,,,,,,
G9523,D/c hemo or perit dialysis,M,,,,,,,,
G9524,Refer to hospice,M,,,,,,,,
G9525,Doc pt reas no hospice refer,M,,,,,,,,
G9526,"No reason, no refer hospice",M,,,,,,,,
G9529,Minor blunt trauma w/head ct,M,,,,,,,,
G9530,Pt mbht hd ct ord ec prov,M,,,,,,,,
G9531,Pt doc,M,,,,,,,,
G9532,Pt hd ct ord,M,,,,,,,,
G9533,Indic for head ct not valid,M,,,,,,,,
G9537,Doc sysm rsn img hd,M,,,,,,,,
G9539,Intent pot remv time placemt,M,,,,,,,,
G9540,Pt alive 3 mos post proc,M,,,,,,,,
G9541,Filter rem 3 mon plmt,M,,,,,,,,
G9542,Doc reass appr remo filt 3ms,M,,,,,,,,
G9543,Doc 2x re-assess filt remov,M,,,,,,,,
G9544,No filt remov w/in 3mos plcm,M,,,,,,,,
G9547,Cys ren les or adren,M,,,,,,,,
G9548,No F/U rec image study,M,,,,,,,,
G9549,Doc med rsn for F/U imag,M,,,,,,,,
G9550,Imag rec,M,,,,,,,,
G9551,Imag no les,M,,,,,,,,
G9552,Inc thyr node <1.0 in rpt,M,,,,,,,,
G9553,Prior thyroid dise dx,M,,,,,,,,
G9554,Ct/cta/mri/a chst foll rec,M,,,,,,,,
G9555,Doc med rsn for follup image,M,,,,,,,,
G9556,Ct/cta/mri/a no follup imag,M,,,,,,,,
G9557,Ct/cta/mri/a no thyr <1.0cm,M,,,,,,,,
G9558,Tx beta-lactam abx therapy,M,,,,,,,,
G9559,Doc med reas no abx therapy,M,,,,,,,,
G9560,"No beta-lactam abx ther, rng",M,,,,,,,,
G9561,Presc opiates >6 wks,M,,,,,,,,
G9562,Foll-up eval q3mo opiod tx,M,,,,,,,,
G9563,No f/u eval q3mo opiod tx,M,,,,,,,,
